"Tape_Media_ID"	"Media_ID"	"Mainheading"	"Subheading"
"ZA130_04_01"	"ZA130_04_01_0030"	"NULL"	"Mithäftlinge unterschiedlicher Herkunft und politischer Orientierung"
"ZA130_04_01"	"ZA130_04_01_0034"	"NULL"	"Misshandlungen II"
"ZA130_04_01"	"ZA130_04_01_0043"	"NULL"	"Verlegung in das städtische Gefängnis Zemun und danach in weitere städtische Gefängnisse"
"ZA130_04_01"	"ZA130_04_01_0048"	"NULL"	"Entlassung aus dem Gefängnis und Rückkehr zu Partisanen"
"ZA130_04_01"	"ZA130_04_01_0057"	"NULL"	"Exkurs zum Transitlager Sajmište und zum Lager Banjica"
"ZA130_04_01"	"ZA130_04_01_0083"	"NULL"	"Das KZ Banjica-kein Arbeitslager"
"ZA130_04_01"	"ZA130_04_01_0099"	"Nach der Haftentlassung"	"Rückkehr zu den Partisanen im April 1943"
"ZA130_04_01"	"ZA130_04_01_0101"	"NULL"	"Partisanenkarriere"
"ZA130_04_01"	"ZA130_04_01_0109"	"Nachkriegszeit I"	"Schulische Ausbildung und Jura-Studium"
"ZA130_04_01"	"ZA130_04_01_0113"	"NULL"	"Karriere als (Militär-) Richter und Justizminister"
"ZA130_04_01"	"ZA130_04_01_0159"	"NULL"	"Negative Bewertung des Unabhängigkeitskriegs 1991-1995"
"ZA130_04_01"	"ZA130_04_01_0171"	"NULL"	"Rückkehr ins Heimatdorf nach dem Krieg"
"ZA130_04_01"	"ZA130_04_01_0176"	"Besatzungszeit II"	"Gute Erfahrung mit deutschen Soldaten, Verluste in der Familie durch die Ustascha"
"ZA130_04_02"	"ZA130_04_02_0002"	"NULL"	"Nachbarn im Heimatdorf"
"ZA130_04_02"	"ZA130_04_02_0007"	"NULL"	"Flucht aus dem Dorf"
"ZA130_04_02"	"ZA130_04_02_0011"	"NULL"	"Kämpfe mit Ustascha-Verbänden"
"ZA130_04_02"	"ZA130_04_02_0018"	"NULL"	"Sozialistisch demokratische Einstellung der Familie"
"ZA130_04_02"	"ZA130_04_02_0024"	"NULL"	"Verluste in der Familie"
"ZA130_04_02"	"ZA130_04_02_0025"	"Verhaftung und Internierung II"	"NULL"
"ZA130_04_02"	"ZA130_04_02_0026"	"NULL"	"Leben in Ungewissheit-Drohungen und Schikanen"
"ZA130_04_02"	"ZA130_04_02_0046"	"NULL"	"Typischer Tag im Lager"
"ZA130_04_02"	"ZA130_04_02_0060"	"NULL"	"Hunger, Angst, Kälte, Krankheit"
"ZA130_04_02"	"ZA130_04_02_0070"	"NULL"	"Überbelegung der Räume"
"ZA130_04_02"	"ZA130_04_02_0073"	"NULL"	"Medizinische Versorgung"
"ZA130_04_02"	"ZA130_04_02_0090"	"NULL"	"Hygienische Bedingungen"
"ZA130_04_02"	"ZA130_04_02_0093"	"NULL"	"Keine hierarchische Ordnung unter den Häftlingen"
"ZA130_04_02"	"ZA130_04_02_0102"	"NULL"	"Keine aktive Freizeitgestaltung oder kulturellen Aktivitäten"
"ZA130_04_02"	"ZA130_04_02_0110"	"NULL"	"Mithäftlinge unterschiedlicher Herkunft und politischer Orientierung II"
"ZA130_04_02"	"ZA130_04_02_0118"	"NULL"	"Willkürliche Internierung auf Verdacht"
"ZA130_04_02"	"ZA130_04_02_0122"	"NULL"	"Administration im Lager Banjica"
"ZA130_04_02"	"ZA130_04_02_0131"	"NULL"	"Misshandlungen im Lager Sajmište"
"ZA130_04_02"	"ZA130_04_02_0138"	"NULL"	"Keine politischen Diskussionen im Lager I"
"ZA130_04_02"	"ZA130_04_02_0143"	"NULL"	"Schweigen als Bauernweisheit"
"ZA130_04_02"	"ZA130_04_02_0152"	"Nachkriegszeit II"	"NULL"
"ZA130_04_02"	"ZA130_04_02_0155"	"NULL"	"Politische Verfolgungen in Jugoslawien"
"ZA130_04_02"	"ZA130_04_02_0158"	"NULL"	"Bruch mit der Sowjetunion im Jahr 1948"
"ZA130_04_02"	"ZA130_04_02_0165"	"NULL"	"Das Gefängnis Goli Otok und dessen Schließung auf Anregung von Fumić als Justizminister 1987"
"ZA130_04_02"	"ZA130_04_02_0178"	"NULL"	"Kein Besuch Fumićs der Gedenkstätte Banjica I"
"ZA130_04_02"	"ZA130_04_02_0181"	"NULL"	"Keine Zeugenaussage in Nachkriegsprozessen"
"ZA130_04_02"	"ZA130_04_02_0190"	"Verhaftung und Internierung III"	"Im Lager Banjica als Kind in konspirative Aktivitäten nicht eingeweiht"
"ZA130_04_02"	"ZA130_04_02_0197"	"Nachkriegszeit III"	"NULL"
"ZA130_04_02"	"ZA130_04_02_0198"	"NULL"	"Mitarbeit im Bund antifaschistischer Kämpfer"
"ZA130_04_03"	"ZA130_04_03_0006"	"NULL"	"Mitarbeit bei SUBNOR-Bund der Kämpfer des Volksbefreiungskrieges"
"ZA130_04_03"	"ZA130_04_03_0031"	"NULL"	"Reger internationaler Kontakt mit Veteranen "
"ZA130_04_03"	"ZA130_04_03_0041"	"NULL"	"Kritik am Imperialismus der Großmächte"
"ZA130_04_03"	"ZA130_04_03_0060"	"NULL"	"Antifaschismus und Sozialismus als Fundament der Gesellschaft"
"ZA130_04_03"	"ZA130_04_03_0081"	"Besatzungszeit III"	"Frage nach Kollaborationsverdacht nach Haftentlassung"
"ZA130_04_03"	"ZA130_04_03_0089"	"NULL"	"Beteiligung der Familie an der Volksbefreiungsbewegung von Beginn an"
"ZA130_04_03"	"ZA130_04_03_0091"	"NULL"	"Tod des Vaters im Lager Stara Gradiška im Jahr 1943"
"ZA130_04_03"	"ZA130_04_03_0092"	"Verhaftung und Internierung IV"	"NULL"
"ZA130_04_03"	"ZA130_04_03_0093"	"NULL"	"Verlegung aus dem Lager Banjica in das Gefängnis von Zemun und weitere städtische Gefängnisse"
"ZA130_04_03"	"ZA130_04_03_0111"	"NULL"	"Verpflegung in Gefängnissen und im Lager"
"ZA130_04_03"	"ZA130_04_03_0118"	"NULL"	"Qualen der Mithäftlinge"
"ZA130_04_03"	"ZA130_04_03_0129"	"NULL"	"Soziale und nationale Zusammensetzung der Mithäftlinge"
"ZA130_04_03"	"ZA130_04_03_0141"	"NULL"	"Keine politischen Diskussionen im Lager II"
"ZA130_04_03"	"ZA130_04_03_0150"	"Nachkriegszeit IV"	"NULL"
"ZA130_04_03"	"ZA130_04_03_0152"	"NULL"	"Arbeitseinsätze während der Schulzeit für den Wiederaufbau des Landes"
"ZA130_04_03"	"ZA130_04_03_0161"	"NULL"	"Schulzeit und Studium"
"ZA130_04_03"	"ZA130_04_03_0166"	"NULL"	"Arbeitsleben und Ruhestand"
"ZA130_04_03"	"ZA130_04_03_0170"	"NULL"	"Entschädigung für die Haftzeit"
"ZA130_04_03"	"ZA130_04_03_0180"	"NULL"	"Ungerechte Entschädigungspolitik"
"ZA130_04_03"	"ZA130_04_03_0197"	"NULL"	"Vergünstigungen für Veteranen in Jugoslawien"
"ZA130_04_03"	"ZA130_04_03_0213"	"NULL"	"Entschädigungszahlungen Deutschlands an Jugoslawien, keine Entschädigung von Italien"
"ZA130_04_03"	"ZA130_04_03_0226"	"NULL"	"Familiengründung"
"ZA130_04_03"	"ZA130_04_03_0239"	"NULL"	"Umgang mit Kriegserinnerungen innerhalb der Familie"
"ZA130_04_04"	"ZA130_04_04_0031"	"NULL"	"Überzeugter Aktivist des Bundes antifaschistischer Kämpfer"
"ZA130_04_04"	"ZA130_04_04_0039"	"NULL"	"Beschäftigung mit aktuellen Themen anstatt mit Kriegserinnerung"
"ZA130_04_04"	"ZA130_04_04_0049"	"NULL"	"Persönliche Kriegserinnerungen irrelevant im Vergleich zu den Erinnerungen anderer Veteranen"
"ZA212_07_01"	"ZA212_07_01_0001"	"„Erst als sich das Tor hinter mir schloss, wurde mir bewusst, dass mein Leben in der Freiheit zu End"	"Einleitung"
"ZA212_07_01"	"ZA212_07_01_0002"	"Herkunft"	"NULL"
"ZA212_07_01"	"ZA212_07_01_0011"	"NULL"	"Erinnerungen an den Ersten Weltkrieg"
"ZA212_07_01"	"ZA212_07_01_0014"	"NULL"	"Vater - Russische Kriegsgefangenschaft und Stationierung in Ostrava"
"ZA212_07_01"	"ZA212_07_01_0031"	"NULL"	"Mutter"
"ZA212_07_01"	"ZA212_07_01_0035"	"NULL"	"Geschwister"
"ZA212_07_01"	"ZA212_07_01_0044"	"Frauen im Krieg"	"NULL"
"ZA212_07_01"	"ZA212_07_01_0054"	"Kindheit in Krakau"	"NULL"
"ZA212_07_01"	"ZA212_07_01_0055"	"NULL"	"Kindheit im Garten"
"ZA212_07_01"	"ZA212_07_01_0066"	"NULL"	"Besuch des Kindergartens"
"ZA212_07_01"	"ZA212_07_01_0102"	"NULL"	"Schulzeit"
"ZA212_07_01"	"ZA212_07_01_0135"	"Jugend"	"Ausbildung in der Pädagogischen Schule"
"ZA212_07_01"	"ZA212_07_01_0171"	"NULL"	"Abitur 1935"
"ZA212_07_01"	"ZA212_07_01_0175"	"NULL"	"Arbeitslosigkeit"
"ZA212_07_01"	"ZA212_07_01_0178"	"Engagement in der Pfadfinderbewegung"	"NULL"
"ZA212_07_01"	"ZA212_07_01_0188"	"NULL"	"Sommerferien und Jugendfreizeit"
"ZA212_07_01"	"ZA212_07_01_0216"	"NULL"	"Pfadfinderausflüge"
"ZA212_07_01"	"ZA212_07_01_0233"	"Arbeitserfahrung vor dem Krieg"	"NULL"
"ZA212_07_01"	"ZA212_07_01_0234"	"NULL"	"Nachhilfestunden in Mathematik"
"ZA212_07_01"	"ZA212_07_01_0248"	"Arbeit als Lehrerin für polnische Soldaten"	"NULL"
"ZA212_07_01"	"ZA212_07_01_0249"	"NULL"	"Arbeit in Kattowitz"
"ZA212_07_01"	"ZA212_07_01_0298"	"NULL"	"Aufenthalt und Arbeit im Olsa-Gebiet"
"ZA212_07_01"	"ZA212_07_01_0316"	"Ausbruch des Krieges"	"NULL"
"ZA212_07_01"	"ZA212_07_01_0317"	"NULL"	"Rückkehr nach Kattowitz und Bemühungen um den Passierschein"
"ZA212_07_01"	"ZA212_07_01_0362"	"NULL"	"Rückkehr nach Krakau"
"ZA212_07_01"	"ZA212_07_01_0371"	"NULL"	"Ausflüge außerhalb Krakaus mit den Pfadfindern"
"ZA212_07_02"	"ZA212_07_02_0006"	"NULL"	"Beschreibung der Deutschen durch Frau Meres"
"ZA212_07_02"	"ZA212_07_02_0024"	"Widerstandsarbeit - Posten in Miechow"	"NULL"
"ZA212_07_02"	"ZA212_07_02_0051"	"Festnahme durch die Gestapo"	"NULL"
"ZA212_07_02"	"ZA212_07_02_0061"	"NULL"	"Fluchtangebot"
"ZA212_07_02"	"ZA212_07_02_0095"	"Aufenthalt im Gefängnis Montelupich"	"NULL"
"ZA212_07_02"	"ZA212_07_02_0103"	"NULL"	"Zelle 63"
"ZA212_07_02"	"ZA212_07_02_0131"	"NULL"	"Verlegung zum Gefängniss in der ehemaligen Helcel-Anstalt"
"ZA212_07_02"	"ZA212_07_02_0135"	"NULL"	"Verhören und Erpressungen durch Gestapo"
"ZA212_07_02"	"ZA212_07_02_0160"	"NULL"	"Gerüchte über die Arbeit in Deutschland"
"ZA212_07_02"	"ZA212_07_02_0163"	"NULL"	"Reisevorbereitung"
"ZA212_07_02"	"ZA212_07_02_0167"	"NULL"	"Deportation nach Deutschland"
"ZA212_07_02"	"ZA212_07_02_0183"	"NULL"	"Schutzpolizeieskorte"
"ZA212_07_02"	"ZA212_07_02_0189"	"NULL"	"Exkurs über Terror im Gefängnis Montelupich"
"ZA212_07_02"	"ZA212_07_02_0216"	"NULL"	"Ankunft in Fürstenberg"
"ZA212_07_02"	"ZA212_07_02_0217"	"NULL"	"Transport mit dem Wagen nach Ravensbrück"
"ZA212_07_02"	"ZA212_07_02_0223"	"Erste Tage in KZ-Ravensbrück"	"NULL"
"ZA212_07_02"	"ZA212_07_02_0225"	"NULL"	"Waschraum"
"ZA212_07_02"	"ZA212_07_02_0228"	"NULL"	"Kleidung"
"ZA212_07_02"	"ZA212_07_02_0239"	"NULL"	"Beschreibung des Lagers"
"ZA212_07_02"	"ZA212_07_02_0266"	"NULL"	"KZ Ravensbrück als Musterlager für Frauen"
"ZA212_07_02"	"ZA212_07_02_0275"	"NULL"	"Quarantäne"
"ZA212_07_02"	"ZA212_07_02_0280"	"NULL"	"Treffen mit ehemaligem Mithäftling aus Montelupich"
"ZA212_07_02"	"ZA212_07_02_0288"	"Alltag im KZ Ravensbrück"	"Transporte aus Krakau, Tarnau, Lublin und Warschau"
"ZA212_07_02"	"ZA212_07_02_0291"	"NULL"	"KZ-Häftlingsnummer"
"ZA212_07_02"	"ZA212_07_02_0297"	"NULL"	"Sondertransporte"
"ZA212_07_02"	"ZA212_07_02_0300"	"NULL"	"Block Nr. 15"
"ZA212_07_02"	"ZA212_07_02_0306"	"NULL"	"Frieren während des Appells"
"ZA212_07_02"	"ZA212_07_02_0330"	"NULL"	"Hygiene und Waschmöglichkeiten"
"ZA212_07_03"	"ZA212_07_03_0018"	"NULL"	"Ankunft der weiblichen Kriegsgefangenen der Roten Armee"
"ZA212_07_03"	"ZA212_07_03_0031"	"Arbeit im Lager"	"Nachtschichten"
"ZA212_07_03"	"ZA212_07_03_0041"	"NULL"	"Arbeit außerhalb des Lagers"
"ZA212_07_03"	"ZA212_07_03_0052"	"NULL"	"Kolonnenführerinnen und Aufseherinnen"
"ZA212_07_03"	"ZA212_07_03_0070"	"NULL"	"Arbeit im Lager"
"ZA212_07_03"	"ZA212_07_03_0091"	"NULL"	"Kolonne Ladekommando Eins"
"ZA212_07_03"	"ZA212_07_03_0100"	"NULL"	"Krankheit, Hilfe der weiblichen Mithäftlinge"
"ZA212_07_03"	"ZA212_07_03_0139"	"NULL"	"Ausbau des Lagers"
"ZA212_07_03"	"ZA212_07_03_0153"	"NULL"	"Arbeit im Kleiderlager"
"ZA212_07_03"	"ZA212_07_03_0235"	"NULL"	"\Organisieren\"" im Lager"""
"ZA212_07_03"	"ZA212_07_03_0251"	"Medizinische Experimente und Hinrichtungen"	"NULL"
"ZA212_07_03"	"ZA212_07_03_0276"	"Ankunft der Frauen aus dem KZ Auschwitz"	"NULL"
"ZA212_07_03"	"ZA212_07_03_0282"	"Hunger"	"NULL"
"ZA212_07_03"	"ZA212_07_03_0301"	"NULL"	"Päckchen"
"ZA212_07_04"	"ZA212_07_04_0028"	"Krankheit"	"NULL"
"ZA212_07_04"	"ZA212_07_04_0051"	"Befreiung"	"NULL"
"ZA212_07_04"	"ZA212_07_04_0180"	"Heimkehr nach Krakau"	"NULL"
"ZA212_07_04"	"ZA212_07_04_0191"	"Nach dem Krieg"	"NULL"
"ZA212_07_04"	"ZA212_07_04_0195"	"NULL"	"Aktivität der Geschwister in der Heimatarmee (AK)"
"ZA212_07_04"	"ZA212_07_04_0199"	"NULL"	"Durchsuchungen durch Geheimdienst (UB)"
"ZA212_07_04"	"ZA212_07_04_0207"	"NULL"	"Fahrt nach Hindenburg (Zabrze) um dem Geheimdienst zu entkommen"
"ZA212_07_04"	"ZA212_07_04_0311"	"NULL"	"Aufdeckung der Heimatarmee und Rückkehr nach Krakau"
"ZA212_07_04"	"ZA212_07_04_0315"	"NULL"	"Arbeit in Krakau"
"ZA212_07_05"	"ZA212_07_05_0061"	"Kriegsversehrtenrenten und Entschädigung – krankheitsbedingt"	"NULL"
"ZA212_07_05"	"ZA212_07_05_0089"	"Kauf eines Grundstücks in Lubomierz"	"NULL"
"ZA212_07_05"	"ZA212_07_05_0127"	"Treffen in Ravensbrück zum 60. Jahrestag des Lagers"	"NULL"
"ZA212_07_05"	"ZA212_07_05_0189"	"Besuch Deutschlands"	"NULL"
"ZA212_07_05"	"ZA212_07_05_0257"	"Wirtschaftiche und soziale Verhältnisse in Polen der 80-er"	"NULL"
"ZA212_07_05"	"ZA212_07_05_0282"	"Verhältnis gegenüber den Deutschen und Russen"	"NULL"
"ZA212_07_05"	"ZA212_07_05_0297"	"Das Leben nach dem Krieg"	"NULL"
"ZA212_07_05"	"ZA212_07_05_0298"	"NULL"	"Sammlung von Büchern über KZs"
"ZA212_07_05"	"ZA212_07_05_0315"	"NULL"	"Albträume"
"ZA212_07_05"	"ZA212_07_05_0336"	"NULL"	"Lagerbekanntschaften"
"ZA212_07_05"	"ZA212_07_05_0397"	"NULL"	"unerfüllte Berufspläne als Lehrerin"
"ZA212_07_05"	"ZA212_07_05_0404"	"NULL"	"familiäre Verhältnisse vor dem Krieg"
"ZA212_07_06"	"ZA212_07_06_0068"	"Glauben"	"NULL"
"ZA212_07_06"	"ZA212_07_06_0070"	"NULL"	"Erziehung zum katholischen Glauben"
"ZA212_07_06"	"ZA212_07_06_0116"	"NULL"	"Glaube nach dem Krieg"
"ZA212_07_06"	"ZA212_07_06_0124"	"NULL"	"Glaube im Lager"
"ZA212_07_06"	"ZA212_07_06_0147"	"Exkurs über die Zeiten vor dem Krieg"	"Kontakte zur jüdischen Mitbürgern"
"ZA212_07_06"	"ZA212_07_06_0202"	"Die Zeit vor dem Krieg im Olsa-Gebiet"	"NULL"
"ZA212_07_06"	"ZA212_07_06_0260"	"Rückkehr ins besetzte Kattowitz"	"NULL"
"ZA212_07_06"	"ZA212_07_06_0261"	"NULL"	"Einrichtung der Pfadfinderstelle"
"ZA212_07_06"	"ZA212_07_06_0274"	"NULL"	"Ausreiseversuch nach Krakau - Bombardierung durch Deutsche"
"ZA212_07_06"	"ZA212_07_06_0293"	"NULL"	"Kurzer Aufenthalt in Warschau und die zufällige Rückkehr nach Kattowitz"
"ZA212_07_06"	"ZA212_07_06_0342"	"Konspirationsarbeit in Krakau"	"NULL"
"ZA212_07_06"	"ZA212_07_06_0425"	"Exkurs über Gutscheine im Lager"	"NULL"
"ZA212_07_07"	"ZA212_07_07_0001"	"Verhaftungen in der Konspirationsgruppe"	"NULL"
"ZA212_07_07"	"ZA212_07_07_0041"	"Das \normale\"" Leben nach dem Krieg / KZ-Syndrom"""	"NULL"
"ZA212_07_07"	"ZA212_07_07_0090"	"NULL"	"Pläne der Familiengründung"
"ZA212_07_07"	"ZA212_07_07_0095"	"Untergrundsblätter"	"NULL"
"ZA212_07_07"	"ZA212_07_07_0131"	"Besuch von Auschwitz nach dem Krieg"	"NULL"
"ZA212_07_07"	"ZA212_07_07_0151"	"Konspirative Tätigkeiten und Gefahr während der Besatzung"	"NULL"
"ZA212_07_07"	"ZA212_07_07_0221"	"Repressionen und Terrorakte"	"NULL"
"ZA212_07_07"	"ZA212_07_07_0222"	"NULL"	"Terrorakte in Krakau"
"ZA212_07_07"	"ZA212_07_07_0242"	"NULL"	"Zwangsmaßnahmen im KZ"
"ZA212_07_07"	"ZA212_07_07_0255"	"Umgang mit traumatischen Erlebnissen"	"NULL"
"ZA212_07_07"	"ZA212_07_07_0314"	"Fotopräsentation"	"NULL"
"ZA220_06_01"	"ZA220_06_01_0001"	"Einleitung"	"NULL"
"ZA220_06_01"	"ZA220_06_01_0005"	"Schulzeit, Heirat, Geburt der Tochter"	"NULL"
"ZA220_06_01"	"ZA220_06_01_0011"	"Besatzungszeit"	"Verhaftung und Tod des ersten Mannes I"
"ZA220_06_01"	"ZA220_06_01_0013"	"NULL"	"Tod der Tochter I"
"ZA220_06_01"	"ZA220_06_01_0014"	"NULL"	"Verhaftung ins Gestapo-Gefängnis Tomaszów Mazowiecki"
"ZA220_06_01"	"ZA220_06_01_0023"	"NULL"	"Verhöre"
"ZA220_06_01"	"ZA220_06_01_0044"	"NULL"	"Verschleppung nach Auschwitz"
"ZA220_06_01"	"ZA220_06_01_0053"	"Auschwitz"	"Ankunft und Registrierung"
"ZA220_06_01"	"ZA220_06_01_0063"	"NULL"	"Arbeit im Kommando \Kanada\"""""
"ZA220_06_01"	"ZA220_06_01_0073"	"NULL"	"Beschreibung des Krankenreviers und Flucht"
"ZA220_06_01"	"ZA220_06_01_0118"	"NULL"	"Arbeit im Kartoffelbunker, Durst und Hunger"
"ZA220_06_01"	"ZA220_06_01_0136"	"NULL"	"Arbeit auf dem Feld"
"ZA220_06_01"	"ZA220_06_01_0141"	"Weitere Stationen bis zur Befreiung"	"Ravensbrück, Vergleich mit Auschwitz"
"ZA220_06_01"	"ZA220_06_01_0150"	"NULL"	"Arbeit in einer Kunstseidenfabrik in Berlin"
"ZA220_06_01"	"ZA220_06_01_0153"	"Niederschöneweide"	"NULL"
"ZA220_06_01"	"ZA220_06_01_0179"	"Ende der Gefangenschaft und Befreiung"	"KZ Sachsenhausen (Oranienburg)"
"ZA220_06_01"	"ZA220_06_01_0184"	"NULL"	"Todesmarsch"
"ZA220_06_01"	"ZA220_06_01_0200"	"NULL"	"Befreiung"
"ZA220_06_01"	"ZA220_06_01_0225"	"NULL"	"Rückblick auf das Essen in Niederschöneweide"
"ZA220_06_01"	"ZA220_06_01_0238"	"NULL"	"Weg nach Polen"
"ZA220_06_01"	"ZA220_06_01_0250"	"NULL"	"Ankunft in Łódź"
"ZA220_06_01"	"ZA220_06_01_0259"	"Nachkriegszeit"	"Gründung einer zweiten Familie"
"ZA220_06_01"	"ZA220_06_01_0265"	"NULL"	"Arbeit in Opoczno"
"ZA220_06_01"	"ZA220_06_01_0268"	"NULL"	"Krankheiten"
"ZA220_06_02"	"ZA220_06_02_0001"	"Erinnerung an Hilfe von Deutschen während der Gefangenschaft"	"NULL"
"ZA220_06_02"	"ZA220_06_02_0014"	"Frage nach dem Überleben"	"NULL"
"ZA220_06_02"	"ZA220_06_02_0042"	"Kindheit"	"NULL"
"ZA220_06_02"	"ZA220_06_02_0064"	"Verrat und Verhaftung durch einen Freund der Familie 1942"	"NULL"
"ZA220_06_02"	"ZA220_06_02_0077"	"NULL"	"Entlarvung des Verräters im Gestapo-Gefängnis"
"ZA220_06_02"	"ZA220_06_02_0083"	"NULL"	"Gesundheitliche Spätfolgen I"
"ZA220_06_02"	"ZA220_06_02_0087"	"Entscheidung nach Polen wiederzukehren und Umzug"	"NULL"
"ZA220_06_02"	"ZA220_06_02_0094"	"Vorkriegszeit"	"Landwirtschaftsschule bei den Ordensschwestern"
"ZA220_06_02"	"ZA220_06_02_0113"	"NULL"	"Familienleben"
"ZA220_06_02"	"ZA220_06_02_0170"	"Einstellung zur deutschen Sprache und gegenüber Deutschen I"	"NULL"
"ZA220_06_02"	"ZA220_06_02_0184"	"Der erste Mann Hieronim Czub"	"Kennenlernen des ersten Mannes"
"ZA220_06_02"	"ZA220_06_02_0192"	"NULL"	"Entscheidung zwischen Kloster und Ehe"
"ZA220_06_02"	"ZA220_06_02_0215"	"NULL"	"Gemeinsame Tochter"
"ZA220_06_02"	"ZA220_06_02_0225"	"NULL"	"Einwurf über Wohnorte"
"ZA220_06_02"	"ZA220_06_02_0231"	"NULL"	"Engagement in der Widerstandsorganisation ZWZ I"
"ZA220_06_02"	"ZA220_06_02_0243"	"Ausbruch des Krieges"	"NULL"
"ZA220_06_02"	"ZA220_06_02_0253"	"NULL"	"Lebensmittelsituation in Opoczno vor und nach dem Krieg"
"ZA220_06_02"	"ZA220_06_02_0260"	"NULL"	"Erste Kontakte mit Deutschen"
"ZA220_06_02"	"ZA220_06_02_0287"	"NULL"	"Engagement in der Widerstandsorganisation ZWZ II"
"ZA220_06_02"	"ZA220_06_02_0310"	"NULL"	"Tod der Tochter II"
"ZA220_06_02"	"ZA220_06_02_0324"	"NULL"	"Verhaftung des Mannes II"
"ZA220_06_02"	"ZA220_06_02_0328"	"NULL"	"Gesundheitliche Spätfolgen II"
"ZA220_06_03"	"ZA220_06_03_0002"	"NULL"	"Verhaftung ins Gestapo-Gefängnis in Tomaszów Mazowiecki II"
"ZA220_06_03"	"ZA220_06_03_0032"	"NULL"	"Einwurf über die Beschreibung des Krankenrevier und der Flucht II"
"ZA220_06_03"	"ZA220_06_03_0042"	"Der Einfluss des Lagers in der Gegenwart"	"NULL"
"ZA220_06_03"	"ZA220_06_03_0071"	"NULL"	"Überlebensstrategien"
"ZA220_06_03"	"ZA220_06_03_0084"	"Gestapo-Gefängnis Tomaszów Mazowiecki III"	"NULL"
"ZA220_06_03"	"ZA220_06_03_0102"	"Einfluss des Lagers in der Gegenwart II"	"Den Tätern verzeihen"
"ZA220_06_03"	"ZA220_06_03_0107"	"NULL"	"Schlafprobleme, Alpträume und Verfolgungsängste"
"ZA220_06_03"	"ZA220_06_03_0118"	"NULL"	"Schweigen und Erzählen über die Kriegszeit"
"ZA220_06_03"	"ZA220_06_03_0134"	"NULL"	"Einstellung zur deutschen Sprache und gegenüber Deutschen II"
"ZA220_06_03"	"ZA220_06_03_0153"	"Auschwitz II"	"Fahrt und Ankunft in Auschwitz"
"ZA220_06_03"	"ZA220_06_03_0185"	"NULL"	"Stationen und Lebensbedingungen in den Baracken"
"ZA220_06_03"	"ZA220_06_03_0205"	"NULL"	"Entlausung"
"ZA220_06_03"	"ZA220_06_03_0232"	"NULL"	"Beobachtung von Vernichtungsvorgängen"
"ZA220_06_03"	"ZA220_06_03_0254"	"NULL"	"Appell"
"ZA220_06_03"	"ZA220_06_03_0265"	"NULL"	"Beobachtung von Vernichtungsvorgängen II"
"ZA220_06_03"	"ZA220_06_03_0280"	"NULL"	"Kanada"
"ZA220_06_04"	"ZA220_06_04_0002"	"NULL"	"Krankheit und Tod im Lager"
"ZA220_06_04"	"ZA220_06_04_0033"	"NULL"	"Hunger"
"ZA220_06_04"	"ZA220_06_04_0057"	"NULL"	"Lebensbedingungen in den Baracken"
"ZA220_06_04"	"ZA220_06_04_0076"	"NULL"	"Tod des ersten Mannes II"
"ZA220_06_04"	"ZA220_06_04_0087"	"NULL"	"Zwischenmenschliche Beziehungen I"
"ZA220_06_04"	"ZA220_06_04_0148"	"NULL"	"Gewöhnung an den Anblick des Todes"
"ZA220_06_04"	"ZA220_06_04_0179"	"NULL"	"Selbstmordgedanken"
"ZA220_06_04"	"ZA220_06_04_0195"	"NULL"	"Glauben"
"ZA220_06_04"	"ZA220_06_04_0206"	"NULL"	"Durchhaltevermögen durch Familiengeschichte und Erziehung"
"ZA220_06_04"	"ZA220_06_04_0223"	"NULL"	"Zwischenmenschliche Beziehungen II"
"ZA220_06_04"	"ZA220_06_04_0231"	"NULL"	"Kulturelles Leben und Freizeit"
"ZA220_06_04"	"ZA220_06_04_0247"	"NULL"	"Nationalitäten der Mithäftlinge"
"ZA220_06_04"	"ZA220_06_04_0271"	"NULL"	"Beobachtung von Vernichtungsvorgängen III"
"ZA220_06_04"	"ZA220_06_04_0292"	"NULL"	"Menschenversuche in ihrem Komando"
"ZA220_06_05"	"ZA220_06_05_0023"	"Niederschöneweide"	"NULL"
"ZA220_06_05"	"ZA220_06_05_0024"	"NULL"	"Lebensbedingungen"
"ZA220_06_05"	"ZA220_06_05_0045"	"NULL"	"Essen: Kuciapa-Suppe"
"ZA220_06_05"	"ZA220_06_05_0055"	"NULL"	"Arbeit in der Batteriefabrik"
"ZA220_06_05"	"ZA220_06_05_0070"	"NULL"	"Aufseher"
"ZA220_06_05"	"ZA220_06_05_0082"	"NULL"	"Nationalitäten der Mithäftlinge II"
"ZA220_06_05"	"ZA220_06_05_0095"	"NULL"	"Bekleidung"
"ZA220_06_05"	"ZA220_06_05_0104"	"NULL"	"Essen in Niederschöneweide und Auschwitz"
"ZA220_06_05"	"ZA220_06_05_0147"	"NULL"	"Bombenangriffe I"
"ZA220_06_05"	"ZA220_06_05_0158"	"NULL"	"Deutsche Zivilisten"
"ZA220_06_05"	"ZA220_06_05_0166"	"NULL"	"Fabrikgelände"
"ZA220_06_05"	"ZA220_06_05_0174"	"NULL"	"Fehlen des Ort- und Zeitgefühls"
"ZA220_06_05"	"ZA220_06_05_0198"	"NULL"	"Bombenangriffe II"
"ZA220_06_05"	"ZA220_06_05_0216"	"Kriegsende"	"NULL"
